Date,price,sma_10,sma_20,sma_50,ema_20,rsi_14,volatility_index,daily_return,sentiment,target_price
2025-06-17,3386.60009765625,3361.62998046875,3339.0650146484377,3285.9799951171876,3340.6497659942684,61.526995212820694,37.97240466813168,-0.002885350656363417,-0.05189454220423784,3327.10009765625
2025-06-18,3389.800048828125,3363.2599853515626,3344.5400146484376,3294.7499951171876,3345.330745311778,59.48835730231248,38.87761120211123,0.0009448860448830754,0.3240027839503339,3333.5
2025-06-20,3368.10009765625,3365.0,3347.480017089844,3302.7439990234375,3347.499255058871,60.51514499311532,38.64167812350046,-0.006401543117381503,-0.28477380706958266,3273.699951171875
2025-06-23,3377.699951171875,3370.5,3351.7500122070314,3309.167998046875,3350.375511831538,51.16582066061433,35.75861702320135,0.00285022809218316,-0.05289602396002202,3294.39990234375
2025-06-24,3317.39990234375,3369.02998046875,3349.4400024414062,3312.4119970703123,3347.234977594606,45.23809017462002,37.758834903722494,-0.017852399472962133,0.0973306171179752,3336.699951171875
2025-06-25,3327.10009765625,3369.65,3350.8400024414063,3314.51,3345.3173699814292,42.98671988356834,36.92234031606696,0.0029240355694371,-0.20775783802307668,3348.0
2025-06-26,3333.5,3370.8699951171875,3352.834997558594,3317.0839990234376,3344.191906173674,47.26464008299535,35.31375836783541,0.0019235677184039623,-0.08302762174653944,3331.60009765625
2025-06-27,3273.699951171875,3360.15,3350.664990234375,3318.1839990234375,3337.4783866496928,42.92316979258637,46.44685041204824,-0.017939117692552853,-0.37687906603422416,3332.5
2025-06-30,3294.39990234375,3346.4699951171874,3350.939990234375,3317.5399951171876,3333.3756738586508,44.72724541083916,43.229804100535816,0.006323105807074736,-0.4109568462721639,3332.199951171875
2025-07-01,3336.699951171875,3340.5,3349.244982910156,3318.0999951171875,3333.6922716980052,52.03294580339949,39.532537048170106,0.012839986061810915,0.3840225265675844,3307.0
2025-07-02,3348.0,3336.639990234375,3349.1349853515626,3316.93599609375,3335.054912488671,53.34167302736393,36.28196309058895,0.00338659423786547,0.0643087728271281,3311.60009765625
2025-07-03,3331.60009765625,3330.8199951171873,3347.039990234375,3315.5519970703126,3334.725882504631,43.08169636372108,31.105756643406227,-0.0048984176653972256,0.35699511077315904,3317.39990234375
2025-07-04,3332.5,3327.2599853515626,3346.129992675781,3316.67599609375,3334.513893694666,33.91983364371339,28.27325501639567,0.0002701111530112321,-0.30783238711473593,3356.0
2025-07-07,3332.199951171875,3322.7099853515624,3346.6049926757814,3316.6799951171874,3334.293518216305,38.21585320712813,22.279987665444168,-9.003715772692988e-05,-0.22646295442258246,3351.5
2025-07-08,3307.0,3321.6699951171877,3345.349987792969,3317.1719970703125,3331.6941355290382,36.17092569908417,22.792229462086524,-0.007562556731630865,-0.11698179448171353,3329.800048828125
2025-07-09,3311.60009765625,3320.1199951171875,3344.8849975585936,3316.7539990234377,3329.780417636392,36.47995083418949,22.908667297094688,0.0013910183417751298,-0.024145793793679315,3352.5
2025-07-10,3317.39990234375,3318.5099853515626,3344.689990234375,3316.72599609375,3328.6013209418547,40.724436233960674,22.424481650243074,0.0017513602235985637,0.10678094080326672,3340.10009765625
2025-07-11,3356.0,3326.739990234375,3343.4449951171873,3317.74599609375,3331.2107189473927,46.41085880468834,18.99107576083078,0.011635648035372315,0.39674323124487354,3353.0
2025-07-14,3351.5,3332.45,3339.459997558594,3320.57599609375,3333.1430314285935,56.91685550836714,16.623555277468462,-0.001340882002383803,-0.15365042816249586,3401.89990234375
2025-07-15,3329.800048828125,3331.760009765625,3336.1300048828125,3322.5339990234374,3332.8246521333112,50.5222347624467,16.570665518661265,-0.0064746982461211244,-0.38197289429073267,3439.199951171875
2025-07-16,3352.5,3332.210009765625,3334.425,3323.357998046875,3334.6984947872816,53.457062136853885,17.112917517645062,0.006817211495886655,0.010619527288578734,3394.10009765625
2025-07-17,3340.10009765625,3333.060009765625,3331.9400024414062,3321.932001953125,3335.2129331557544,64.59987825158976,17.28944446068534,-0.003698703159955241,0.4078351182720107,3371.0
2025-07-18,3353.0,3335.110009765625,3331.1849975585938,3321.36400390625,3336.906939521873,63.34248677013385,18.395617254122197,0.0038621304651325072,0.48358638910131657,3334.0
2025-07-21,3401.89990234375,3342.0800048828123,3332.3949951171876,3323.47,3343.0967455049085,64.4120481849688,27.912963132812003,0.014583925542424714,0.29745150188434855,3309.10009765625
2025-07-22,3439.199951171875,3355.3,3338.484997558594,3325.5460009765625,3352.2494317589053,68.0809170104036,38.68131348067294,0.010964475704422494,-0.2026806698694431,3323.39990234375
2025-07-23,3394.10009765625,3363.55,3341.834997558594,3329.0280029296873,3356.2352094634143,61.12497870609545,37.09048579201933,-0.013113472364483347,-0.009052649133456936,3295.800048828125
2025-07-24,3371.0,3368.910009765625,3343.709997558594,3331.642001953125,3357.6413799907086,56.35104744598453,33.366169103906564,-0.006805956510299027,0.37310941115193497,3293.199951171875
2025-07-25,3334.0,3366.710009765625,3346.725,3334.69400390625,3355.389819991594,50.26486921072352,34.9973833874635,-0.010975971521803629,0.3921824039461316,3347.699951171875
2025-07-28,3309.10009765625,3362.47001953125,3347.460009765625,3336.4620068359377,3350.9812750072756,50.30929317771593,39.343408314235084,-0.007468477007723462,-0.38972818748129423,3374.39990234375
2025-07-29,3323.39990234375,3361.8300048828123,3346.7950073242187,3339.2900048828124,3348.354477610749,51.68955198836624,39.980807734358145,0.00432135754902907,-0.3356781743956585,3381.89990234375
2025-07-30,3295.800048828125,3356.160009765625,3344.185009765625,3340.6280078125,3343.349293917166,47.08896278197146,45.13880142036817,-0.008304704316853595,-0.09545417070567985,3380.0
2025-07-31,3293.199951171875,3351.4699951171874,3342.265002441406,3340.886005859375,3338.5731660366623,40.626837890999354,49.24280925525969,-0.0007889124393861691,0.01557074349651355,3400.300048828125
2025-08-01,3347.699951171875,3350.939990234375,3343.025,3341.65400390625,3339.4423836685874,49.506486226320696,49.25303333557699,0.01654925325156964,-0.32959904427644016,3439.10009765625
2025-08-04,3374.39990234375,3348.189990234375,3345.1349975585936,3343.2960009765625,3342.7716711614603,55.71794067622072,46.798126112512435,0.007975610586763882,0.24973701946797622,3353.10009765625
2025-08-05,3381.89990234375,3342.4599853515624,3348.879992675781,3343.6619970703123,3346.498169369297,53.92208590795334,36.87184576911053,0.00222261741851959,0.03553982799473154,3348.89990234375
2025-08-06,3380.0,3341.0499755859373,3352.2999877929688,3345.2799951171874,3349.6888199055547,55.47625270579089,34.89423276028779,-0.0005617855047789222,0.18402331374797598,3358.699951171875
2025-08-07,3400.300048828125,3343.97998046875,3356.4449951171873,3347.413994140625,3354.508936945799,56.362673819903165,38.71001198373872,0.006005931605954196,0.06004226717783501,3335.199951171875
2025-08-08,3439.10009765625,3354.489990234375,3360.6,3349.853994140625,3362.565237965842,55.14383787316556,48.68243908901644,0.011410772070393316,0.051424102069204225,3336.0
2025-08-11,3353.10009765625,3358.889990234375,3360.6800048828127,3351.137998046875,3361.6637960315948,39.5076839223438,46.040933881380674,-0.025006541699268636,-0.3437202530150475,3331.699951171875
2025-08-12,3348.89990234375,3361.439990234375,3361.6349975585936,3350.703994140625,3360.448187108943,43.88194270955189,44.53854616647002,-0.0012526304584333792,-0.35915689524277306,3313.39990234375
2025-08-13,3358.699951171875,3367.72998046875,3361.9449951171873,3350.873994140625,3360.2816884482695,48.27294946814892,38.233791026565314,0.002926348685807545,-0.23350475483419042,3343.39990234375
2025-08-14,3335.199951171875,3371.92998046875,3361.699987792969,3350.1079931640625,3357.8929515648033,50.1751242972759,30.701940809861203,-0.006996754798475169,0.2949197591353919,3336.89990234375
2025-08-15,3336.0,3370.7599853515626,3360.849987792969,3349.813994140625,3355.8079085586314,54.22290460655416,31.926413335886682,0.00023988031897270723,0.08479141008557012,3374.39990234375
2025-08-18,3331.699951171875,3366.489990234375,3357.339990234375,3349.993994140625,3353.5119126170357,51.34522564986068,34.16263636041475,-0.0012889834616681695,0.10298846341375822,3373.800048828125
2025-08-19,3313.39990234375,3359.639990234375,3351.0499877929688,3349.619990234375,3349.6917211624373,52.94114767140613,37.43978654506643,-0.00549270615491293,0.16194437531281825,3388.60009765625
2025-08-20,3343.39990234375,3355.97998046875,3348.5149780273437,3350.069990234375,3349.092500322562,57.68522636805693,37.01485030971506,0.009054144046657164,0.44658203879461433,3404.60009765625
2025-08-21,3336.89990234375,3349.6399658203127,3346.8099731445313,3350.3819873046873,3347.931300515056,48.0617308725344,33.87676252980649,-0.0019441287880170854,-0.3855851169362422,3431.800048828125
2025-08-22,3374.39990234375,3343.1699462890624,3348.829968261719,3350.2519873046876,3350.4521197368367,50.0,16.733343614545586,0.011237975695243652,0.1865599534779817,3473.699951171875
2025-08-25,3373.800048828125,3345.23994140625,3352.0649658203124,3349.1039892578124,3352.6757320312454,48.566398846793035,19.197191849702172,-0.00017776598298513413,0.12337248594279449,3549.39990234375
2025-08-26,3388.60009765625,3349.2099609375,3355.3249755859374,3348.9479931640626,3356.0971001860075,51.45566795596548,23.631163180577317,0.00438675932596122,0.23465815251743116,3593.199951171875
